id	surface	gloss	level
949	도망치다	cut one's  lucky	
950	도망하다	(do a bunk	
951	도망할우려가 없는	safe	
952	도망할우려가 없는	safely	
953	도벽	kleptomania	
954	도서번호	pressmark	
955	도선사 조합	Trinity House	
956	도시 재개발	urban	
957	도시 중심가에서 선거 운동을 하다	mainstreet	
958	도시구역	urb	
959	도외시	disregard and neglect	
960	도자기	printed china	
961	도전배	challenge cup	
962	도전에 응하다	take(pick) up the  gauntlet	
963	도전하다	fling(throw) down the  gauntlet	
964	도전하다	throw down(take up) the  glove	
965	도중 내내	all the  way	
966	도중에	enroute	
967	도중에	by the  way	
968	도처에	all along the  line	
969	도청하다	listen	
970	도표 작성 장치	tabulator	
971	독 없는 뱀의 일종	hognose snake	
972	독기	mephitis	
973	독립기념관	Independence hall	
974	독립되어 있는	freestanding	
975	독립하고 있다	be one's own  man	
976	독수리의 일종	turkey buzzard	
977	독일 연방 공화국	Federal Republic of  Germany	
978	독필을 휘두르다	dip one's pen in  gall	
979	돈던지기를 하여 결정짓다	toss	
980	돈에 옹색하여	in low  water	
981	돈으로 바꿀 수 있는	liquid	
982	돌돌 말린	crispate, -pated	
983	돌리다	level	
984	돌팔이 의사	quack	
985	동게르만어	East  Germanic	
986	동결	freeze	
987	동계	throb	
988	동그라미를 지으며 오르다	wreathe	
989	동문통첩	identic	
990	동물	zoological	
991	동물을 물어뜯어 괴롭히다	worry	
992	동서	free union	
993	동서하다	shack	
994	동성중 최연장의	primus	
995	동요	Mother Goose rhyme	
996	동요하다	oscillate	
997	동의하다	accede	
998	동점	standoff	
999	동조 지시용 진공관	e Magic Eye  )	
1000	동창	kibe	
1001	동창회	homecoming	
1002	돛대에	before the  mast	
1003	돛대의	masted	
1004	돛을 조절하며 나아가다	trim	
1005	되감다	wind	
1006	되는 대로 하다	give a  lick   and a promise	
1007	되다 만	manque	
1008	되받아 쏘아 붙이기	tit	
1009	되풀다	unreel	
1010	됨직하다	frame	
1011	두 동강으로	in  two	
1012	두 배의 벌금을 짊어질 위험이있는	vulnerable	
1013	두개의 뜻	crani(o)-	
1014	두건	wimple	
1015	두꺼운 바닥의 뒤축 없는 구두	marshmallow shoes	
1016	두꺼운 종이	tagboard	
1017	두드리다	knock	
1018	두르르 말린	curled	
1019	두번째 풀	fog	
1020	두절	lull	
1021	두종 사이에서 생긴	interspecific	
1022	둔각	obtuse	
1023	둔각 삼각형	obtuse	
1024	둘러싸다	impound	
1025	둘레의 명각	circumscription	
1026	뒤가 퍼진	fullbottomed	
1027	뒤덮다	suffuse	
1028	뒤로 젖혀지다	lean	
1029	뒤진 것을 만회하다	make up  leeway	
1030	뒤집어서	outside	
1031	뒤집어서	wrong	
1032	뒤흔들다	frisk	
1033	뒷거래하다	trade	
1034	뒷면이 나온	tails	
1035	뒷문	tailfate	
1036	뒷바퀴	tail wheel	
1037	뒷좌석 부분	tonneau	
1038	드디어	at  last	
1039	드디어	at  length	
1040	드리다	offer	
1041	드문	like	
1042	드문드문해지다	thin	
1043	득점	chalk	
1044	득점 경기	match play	
1045	득점 기록원	marker	
1046	득점 기록원득점자	scorer	
1047	득점 단위	match point	
1048	득점 없는 오버	maiden over	
1049	들다감기들다	( take  cold	
1050	들뜨다	oat	
1051	들리다	ring	
1052	들리다	salute	
1053	들어가다	walk	
1054	등고의	leveled	
1055	등급이다	grade	
1056	등록 톤	register tone	
1057	등을 밑으로 해서 넘기	Fosbury flop	
1058	등의 총칭	madame	
1059	등차 급수	arithmetical  series	
1060	따개비	tear strip	
1061	따르다	listen	
1062	따위	or the  like	
1063	딴	pulled	
1064	딴 물건은 돌려주지 않다는 약속으로	for  keep  s	
1065	땀 흘려	in a  sweat	
1066	때때로	not  seldom	
1067	때리다	trim	
1068	때리다	walk	
1069	때문에	owing	
1070	떠나다	be  off	
1071	떠나다	take oneself  off	
1072	떠들썩함	tumult	
1073	떠맡기다	force	
1074	떠오르는	orient	
1075	떠오르다	climb	
1076	떨어져서	off	
1077	떨어져서	in  sunder	
1078	떫은	puckery	
1079	떳떳치못하게여기다	feel  small	
1080	떼	skein	
1081	떼어 두다	lay	
1082	떼지어 날다	flight	
1083	떼지어 분봉하다	swarm	
1084	뗑하고 울리다	tang	
1085	똑딱거리다	tick	
1086	똑딱똑딱	ticktack	
1087	똑딱똑딱	ticktock	
1088	똑똑 쳐내다	tick	
1089	똥	frass	
1090	똥	casting	
1091	뚜껑을 밀어 올려서 여는 식의 테이블	fliptop table	
1092	뚫고 나가다	win	
1093	뚫고 나아가다	weather	
1094	뛰기	leap	
1095	뛰어들다	immerge	
1096	뜯다	thrum	
1097	뜻밖에	be taken aback	
1098	뜻의 결합사	maxi	
1099	띄울 수 있는	floatable	
1100	라	la	
1101	라는 말	I	
1102	라디오 수신기	wireless	
1103	라마승	lama	
1104	라마의 종류	vicuna	
1105	라테란 성당	Lateran	
1106	라테란궁	Lateran	
1107	라틴구	Latin Quarter	
1108	런던의	mall	
1109	레그쇼	leg show	
1110	로 통하다	open	
1111	로비	lobby	
1112	로키 산맥 속에 사는 북미 인디언족	Montagnard	
1113	리놀륨	linoleum	
1114	리라	lira  s	
1115	링크식 비행 연습장치	Link trainer	
1116	마구간	mews	
1117	마구실	tack room	
1118	마늘판벽	siding	
1119	마님	my  lady	
1120	마님	memsahib	
1121	마루운동	floor exercise	
1122	마루형	floor model	
1123	마른 나무 울타리	dead  hedge	
1124	마리화나	mezz	
1125	마못류	paca	
1126	마법의 거울	magic mirror	
1127	마법의 양탄자	magic carpet	
1128	마부	cabman	
1129	마비시키다	numb	
1130	마사지	massage	
1131	마상시합	tournament	
1132	마술에 걸려	under a  spell	
1133	마스크	frisket	
1134	마스타바	mastaba(h)	
1135	마스토돈	mastodon	
1136	마시며 놀며	beer and  skittles	
1137	마음 졸이며	in a  stew	
1138	마음대로 바꾸어 꽂을 수 있는	looseleaf	
1139	마음속으로	in one's  mind's eye	
1140	마음에 드는	to one's  liking	
1141	마음에 들다	list	
1142	마음에서 우러나는	profound	
1143	마음을 휘젓다	roil	
1144	마이크로 출판	micropublishing	
1145	마이크로 프로세서로 처리하다	microprocess	
1146	마일 주행 거리계	mileometer	
1147	마일 표	milestone	
1148	마졸리카 도자기	majolica	
1149	마주 대하고 있는 사람	visavis	
1150	마주보기 그네	lawn swing	
1151	마지막말	the last  word	
1152	마지막으로	last	
1153	마찰	traction	
1154	마키	maquis	
1155	막대 자석	bar  magnet	
1156	막대기가 있는 아이스 캔디	icelolly	
1157	막의	membranal	
1158	만능꾼	man of all  work	
1159	만돌린	mandoline	
1160	만들다	found	
1161	만들다	make	
1162	만듦새	doneness	
1163	만만치 않은 상대를 만나다	catch a  Tartar	
1164	만연하다	overgrow	
1165	만우절	april fools day	
1166	만원인	packed-out	
1167	만유하여	on  tour	
1168	만일을 바라다	hope	
1169	만족시키다	give  satisfaction	
1170	만족시키다	supply	
1171	만화란	funny	
1172	많은	many	
1173	많은	a great  many	
1174	말	man	
1175	말굽 자석	horseshoe  magnet	
1176	말라빠져	as thin as a  lath	
1177	말라카 해협	the Strait of  Malacca	
1178	말라티온	malathion	
1179	말모양의 자석	flying horse	
1180	말문이 막히다	lose one's  tongue	
1181	말산이 유산으로 변하는	malolactic	
1182	말을 타고	int the  saddle	
1183	말의 떼	stud	
1184	말피기관	malpighian tube	
1185	맑은	liquid	
1186	망각된 사람	forgotten man	
1187	망간	manganese	
1188	망간 단괴	manganese nodule	
1189	망고	mango	
1190	망고스틴	mangosteen	
1191	망설이다	jib	
1192	망치	martel	
1193	맞다	catch	
1194	맞다	sit	
1195	맞대놓고 하는	acrossthetable	
1196	맞물림	gearing	
1197	맞벌이하다	work in double  harness	
1198	맞아들이다	usher	
1199	맞지 않다	jar	
1200	매개물	fomites	
1201	매는 사슬	tether	
1202	매다	hitch	
1203	매도	denunciation, scathing	
1204	매매	marketing	
1205	매매 거래원	floorman	
1206	매매 되고 있다	be in market	
1207	매매의 기회를 잃다	lose one's  market	
1208	매물로 나와 있다	be in the  market	
1209	매상고	take	
1210	매시	mashie	
1211	매시 아이언	mashie iron	
1212	매시 정시 ~ 나쁜 때에	every  hour   on the	
1213	매우 닮다	hit a  likeness	
1214	매점	kiosk	
1215	매주마다	week	
1216	매직아이	magic eye	
1217	매체 세일느 담당자	media buyer	
1218	매체 조사원	mediaman	
1219	맥동	pulsation	
1220	맥동 장치	pulsator	
1221	맥아당	maltose	
1222	맨그로브	mangrove	
1223	맨드레이크	mandragora	
1224	맨투맨 방어	mantoman	
1225	맨틀	mantle	
1226	맹견의 일종	mastiff	
1227	맹렬하게	with a  vengeance	
1228	맹세코	to swear an oath upon my soul	
1229	맹종시키다	lead	
1230	머리	acrolith	
1231	머리 장식용 띠	taenia	
1232	머리 흔드는 인형	mandarin	
1233	머리를  자르다	truncate	
1234	머릿가죽	scalp	
1235	머지 않아	before(ere) long	
1236	먼	remote	
1237	멋부린	flossy	
1238	메달 플레이	medal play	
1239	메리야스 류	knit	
1240	메마르게 하다	impoverishment	
1241	메마른 경작지	marginal land	
1242	메시지 교환	message switching	
1243	메탄 생성 미생물	methanogen	
1244	면	queen	
1245	면모교직	linsey	
1246	면벽참선	the path to becomoing a Buddhist	
1247	면하여	quit	
1248	명	legend	
1249	명나라	Ming	
1250	명목상의 스트라이크	token strike	
1251	명목수입	token import	
1252	명사	man of  mark	
1253	명성을 손상하다	singe	
1254	몇 사람이 손을 대면 신령의 힘으로 테이블이 저절로 움직이는 현상	table tilting(tipping, turning)	
1255	몇개	certain	
1256	몇번이고마태복음182	seventy times  seven	
1257	모교자랑	old school tie	
1258	모국	old country	
1259	모금 활동	funraising	
1260	모기	queen	
1261	모듬 요리	made	
1262	모로족의 토인	moro	
1263	모르핀 중독	morphinomania	
1264	모방 기억 반복 연습의	mimmem	
1265	모비행기	parent plane	
1266	모식도	mimetic diagram	
1267	모신	sacred	
1268	모으다	impound	
1269	모의 법정	moot court	
1270	모의 비행 장치	flight simulator	
1271	모의실험	simulation	
1272	모의실험	simulator	
1273	모의전	sham	
1274	모자 모양의 투구	morion	
1275	모자라서	pressed	
1276	모조리	or to the last  man, all and singularly, all and singular	
1277	모조리자백하다	own	
1278	모조보석	logie	
1279	모진	hardgrained	
1280	모험적으로	at a  venture	
1281	모험하다	tempt	
1282	목걸이	choker	
1283	목걸이	lavalier(e)	
1284	목검	backsword	
1285	목검술	singlestick	
1286	목공 제품	millwork	
1287	목구멍까지 나와	on(at) the  tip   of one's tongue	
1288	목덜미 죄기	half nelson	
1289	목도리 도마뱀	frilled lizard	
1290	목도리 도마뱀	frill lizard	
1291	목록을 만들다	draw up a  list	
1292	목사 부인	clergywoman	
1293	목소리가 잘나오다	be in (good)  voice	
1294	목의 길이	neck	
1295	목이 마르다	have a  thirst	
1296	목이 메는느낌	a  lump   in one's(the)throat	
1297	목재 나팔	alpenhorn	
1298	목적	end in  view	
1299	목적을 달성하다	do (turn) the  trick	
1300	목조 가옥	frame house	
1301	몬테소리식 교육법	Montessori method(system)	
1302	몰래 붙이다	flypost	
1303	몰래 써 넣다	foist	
1304	몰아넣다	hunt	
1305	몸부림침	flounce	
1306	몸을 그르침	misstep	
1307	몸을 지나치게 뻗다	overreach	
1308	몸이 편찮아	under the  weather	
1309	몸치장하다	make one's  toilet	
1310	몹시	like  sin	
1311	몹시 흔들리다	labor	
1312	몹시 흥분하여	highly  strung	
1313	몽상가	Mitty	
1314	묘안	nostrum	
1315	묘하다	shape or actions are unique or different	
1316	무게로	by  weight	
1317	무고기	knuckle	
1318	무너뜨리다	founder	
1319	무너지다	give  way	
1320	무단 결석하다	play  truant	
1321	무단히	without  leave	
1322	무단히	without	
1323	무당춤	medicine dance	
1324	무도법	choreography	
1325	무도회	prom	
1326	무딘 흑인	mampara	
1327	무릎	knee	
1328	무릎	marrowbone	
1329	무릎가리개	kneepad	
1330	무릎덮개	lap robe	
1331	무릎부분	lap	
1332	무릎에 얹어 놓을 크기의 퍼스널 컴퓨터	laptop	
1333	무리를 하다	overdo	
1334	무리하게 나아가다	force one's  way	
1335	무명실	machine cotton	
1336	무방비 도시	open city	
1337	무사하다	give(get) the  goby	
1338	무선 전보	wireless	
1339	무선 전신기	marconigraph	
1340	무성하다	overrun	
1341	무슨 일이 있어도	for all the  world	
1342	무시하고 길을 횡단하다	jaywalk	
1343	무시하고 길을 횡단하다	jaywalker	
1344	무언가	some  or  other	
1345	무언극	mime	
1346	무용 전설	saga	
1347	무작위 추출법	ramdom  sampling	
1348	무전국	wireless	
1349	무직자	gentleman	
1350	무차별곡선	indifference curve	
1351	무풍대	horse latitudes	
1352	묵도	three minutes silence	
1353	묵살하다	table	
1354	문관	civil  servant	
1355	문어	written	
1356	문어체	literary	
1357	문인	man	
1358	문인들	the scribbling  tribe	
1359	문자대로	to the  letter	
1360	문전에서 쫓아 버리다	leave a person on the  mat	
1361	문제	case	
1362	문제 안되는	off the  map	
1363	문제를 일으키다	get into  trouble	
1364	문학작품	literary	
1365	문호 개방	open door	
1366	물가 통제 위원회	Price Commission	
1367	물건 사러 가다	go  shopping	
1368	물건을 아래로 보내는 파이프	downcomer	
1369	물결 모양의 웨이브	marcel	
1370	물결 무늬를 넣다	water	
1371	물권 표시 조례	habendum	
1372	물기	hydrosphere	
1373	물떼새의 일종	killdeer	
1374	물레바퀴	flutter wheel	
1375	물리요법 의학	iatrophysics	
1376	물리치다	foil	
1377	물리치다	wave	
1378	물매진면	talus	
1379	물속으로 내던지다	throw  overboard	
1380	물쓰듯	like  water	
1381	물에 띄우다	launch	
1382	물의 요정	nix	
1383	물적 증거	material	
1384	물질의 극소 표본	microsample	
1385	물품으로	in  kind	
1386	미관	tail pipe	
1387	미군병사	GI,	
1388	미남 배우	matinee idol	
1389	미노출 농도	fog level	
1390	미늘	flue	
1391	미니맥스를 최소로 하는 기법	minimax	
1392	미드 매시	midmashie	
1393	미들 가드	middle guard	
1394	미래의 신부	bride-  to-be	
1395	미뢰	taste bud	
1396	미립체	microsome	
1397	미발달로	in  germ	
1398	미사일 설계자	missileman	
1399	미생물 개체군	micropopulation	
1400	미세 기계 가공	micromachining	
1401	미세 섬유	microfilament	
1402	미소 구조	micromorphology	
1403	미소 구조	microtexture	
1404	미소 캡슐	microcapsule	
1405	미소관	microtubule	
1406	미시적 물리학	microphysics	
1407	미완성품	work	
1408	미크맥족	Micmac	
1409	미터법 환산	metrication	
1410	미행자	tailer	
1411	믹서	mixer	
1412	민물고기	sunfish	
1413	민회	a meeting by the townspeople	
1414	밀어 제치다	wedge	
1415	밀어넣다	tuck	
1416	및 그런등속	and all  that	
1417	바다에서 강으로 방금 올라온	freshrun	
1418	바닥	floorboard	
1419	바닥 면적	floor space	
1420	바닷바람	sea breeze	
1421	바둑판 무늬를 놓다	check	
1422	바람 웃녘으로 나가다	take the  wind   of	
1423	바람막이 유리	windscreen	
1424	바람부는 쪽으로 가다	luff	
1425	바람으로 옮겨지는	windborne	
1426	바람을 등지고	before(down)the  wind	
1427	바람을 등지고	off the  wind	
1428	바람을 타고	on the  wind	
1429	바람잡이	caper	
1430	바람피우다	cheat	
1431	바로	in a jiff	
1432	바로 지금	just	
1433	바로 지금	justness	
1434	바로 최근	not long  since	
1435	바운드하지 않고 삼주문에 던져진	fullpitched	
1436	바위산	tor	
1437	바이스만 설	weismannism	
1438	바자	hurdle	
1439	바친	sacred	
1440	바퀴 고정구	French boot	
1441	바퀴에 기름을 치다	oil	
1442	바톤을 주고 받는 구역	takeover zone	
1443	박다	telescope	
1444	박동으로 보내다	pulse	
